word,sentence
جداشدن,برای  مثال، زبان کوازاتی لوییزیانا هیچ کلمه برای «خداحافظی» ندارند، بنابراین  یک فضایی را پیشنهاد می کند که درباره چگونگی جداشدن های دیده شده در این  فرهنگ را سوال می کند
درخشیدن,من می گویم سالها بسکتبال برای کسی مثل من هزینه کرده تا به اینجا رسیده ام و الان زمان آن است که من دینم را ادا کنم اگرچه همه این سالها کرده ام و با تمام توانم برای درخشیدن ایران جنگیده ام اما همیشه گفته ام تا آخرین قطره ای که در بدنم باشد و بدانم که توان جنگیدن برای ایران دارم دریغ نخواهم کرد
گند,انتخابی المپیک هم که گند زد واقعا نمی دانم چرا باید به این مربی تا این اندازه بها داد؟ ماهی 35 هزار دلار می گیرد و این یعنی اینکه جزو مربیان خوب دنیاست، قرارداد کلی مربی فنرباغچه 450هزار دلار است
امدن,از ضوابط نشر ما نمی ترسند؛ اما با امدن به ایران نگاه شان متفاوت می شود
جداکردن,روشهای شیمیایی شامل استفاده از محلولهای اسیدی و قلیایی برای جداکردن موادرادیواکتیو از سطوح و جلوگیری از رسوب آنها و طرق بیولوژیک ( بر پایه جذب مواد آلی یا کلوئیدی آلوده توسط باکتری ها) می باشد
هییت,به امید دیدار مهدی تاجی ۴ + ۰ - پاسخ اقای سلطانی فر بسه بابا ما هیت مدیره لنگی نمیخوایم این افتخاری عامل محروم شدن استقلاله چرا برکنار نمیشه ما از اول سال داریم میگیم ایشون مدیر نیست عیار منصوریان تو این دو بازی معلوم میشه اره شما پشت لنگی ها باش مدیر خوب دارن پول بهشون میدید اقای وزیر امیدوارم کاری که با استقلال کردید سرتون بیاد شما لنگ پرستی قبلا تو هیت مدیره لنگ بودی هیت مدیره اونا اینقدر قوی هستن ما نه مدیر داریم نه پول هیچی هیچی میفهمی هیچی خدا ازتون نگذره نمیزارم از خانواده من کسی به روحانی رای بده حالا میبینیم خجالت بکشید دارید میبینید این افتخاری تعطیله ولی از قصد برکنارش نمیکنید ایشون به ما توهین میکنه ما مدیر میخوایم نه بله قربانگو عصابمون داغونه بازی السعد هم خواهان برکناری ایشون و هیت مدیره میشیم///// اینو هم بگم الان بازهم جو از روی افتخاری و هییت مدیره خاعن برداشته شده و خیلی راحت دارن به کارشون ادامه میدن حداقل نذارید اونا دیگه بیشتر ازاین بازیمون بدن و یکی بدتر از اون افتخاری رو بیارن
ضربی,"در ادامه با حضور نوازندگان سازهای بادی و ضربی قطعه شماره ۸ ""آواهای اسلوانی"" ساخته آنتونین دورژاک و مارش اسلوانی اثر پیتر چایکوفسکی نواخته شدند"
ترسیدن,وی در خصوص چگونگی راهگشا بودن احساسات منفی افزود: مثلا ترسیدن موجب می شود تا برای رسیدن به امنیت تلاش کنیم
شتری,"شتری که بر صورت طرف مقابل تف می اندازد! ""لاما"" شتر بدون کوهانی است که به هنگام عصبانیت بر صورت طرف مقابل تف می اندازد! انتهای پیام دیدگاه های ارسال شده توسط شما، پس از تایید در وب سایت منتشر خواهد شد"
بیمزه,«اوا لونگوریا» و «رابرت وردی» هم مثل «ریس ویترسپون» با این عینک های بیمزه به سال 2016 سلام کردند
پیچاندن,به لحاظ اجرا هم استفاده از واسطه های چند لایه، و همچنین اقدامات اورژانسی، سرعتی و انبوه در موراد خاص، و به کارگیری نیروهای سطح پایین، دارای عقده های روانی و آسیب دیده از مشکلات اجتماعی، رفتن به سراغ افراد آماتور و تبدیل کردن آنها به جنایتکاران حرفه ای در زمانی کوتاه، و همچنین محو کردن رد پای سرویس از طریق پیچاندن پروژه در مجموعه تو در تویی از واسطه ها، ویژگی مهم عملیات اطلاعاتی نوین غرب علیه ایران بوده است
فراش,"فراش مرد است و بازرس مرد است """
علفی,افزایش عمق خاک، پیدایش گیاهانی با ریشه عمیق‌تر را در پی دارد، که ادامه چنین روندی سبب ظهور خزه‌ها و گیاهان علفی و آبزی در جای جای اکوسیستم می‌شود
سیه,نسترن از عطر تو مست آمده منصور نظری /شاعر/ 9آذر95 9 آذر 1395 ساعت 15:18 شعری تازه از منصور نظری شاعر خوب کشورمان  تقدیم به عزاداران رضوی مدافعان حرم علوی برتن ِ این خشت و گلی ارگ ِ عشق مانده به جا خاطره مرگِ عشق َنشترِ غم ، بر رگ ِ دل خورده باز عودِ بلا گشته حجازی نواز لشگر غم گشته روان سوی ِ طوس بحر عزاداری ِ شمس و شموس باده ی غم در خون زهرا به جوش شمس ولایت ، شده زهرا به نوش ناله ی شبگیر ،سحر می کند روح الامینی خاک به سر می کند دشنه ی ِ کینه کمر حق شکست باد بلا قامت ِ زنبق شکست خون چکد از گوشه ی ابروی ماه آمده ویرانه دو باروی ِ آه اشک پریشان ِ بلا موی عشق کشته شده آن مرغ غزل گوی ِ عشق خورده غزل ، خنجر کشمیری است این تب ِ یک داغِ اساطیری است ضامن آهوی ِ دل ِ خستگان قبله ی دل را به خدا بستگان فاطمه را وارث ِپیغمبری است کهنه شرابی ، زِ ُخم حیدری است شد جگرش پاره به زهر جفا کوکب ِ ُدرﱡی ِ شب  ِ مصطفی ای که خدا ِمی ، حوست کرده است لعلِ لبت را ملک آورده است در سحری ناب ، به رنگ ترنج می زند آئینه تو را چنگ ِ رنج دشت غزالان غزل گرد مست جمله سیه پوش تو گردیده است آینه ی بزم وفایی رضا کعبه یِ ِ قوم ضعفایی رضا ای حرمت کرب و بلایی ترین خوشه ی عشق تو طلایی ترین نسترن از عطر تو مست آمده لاله تو را باده پرست آمده اشک تو را دیده ی آوازه تر چشم تو را سرمه ی ِ گل نازتر پادشه گشته جگر خون رضا شمس و شموس علویون رضا عشق ِ تو را بانگ حجازی به گوش نه فلک آسیمه سر از این خروش یوسف ِ شولای غزل کرده بر پادشه منتظران ِ سحر در پی او لشگریان ِ قمر خیل ِ خلیلان ِ تبار از تبر می رسد از مصر غم ورنج داغ تا که دهد خاتمه مارا فراق منتقم فاطمه و مرتضی  سرو صحی زاده ی باغ رضا ماهِ گل اندام شبستان ِ نوح دور نباشد که نماید ظهور کس خبر آمدنش گفته است شام و عراق و یمن آشفته است اوکه مسیحا به پی اش می رسد گشته نشانهای ظهورش رصد آخر این قصه دور و دراز یوسف گم گشته رسد بر حجاز منتظران مژده به درگاه عشق وقتِ ظهور آمده بر شاه عشق شمعِ ولا را شده پروانه ام شاعر اشعار ظهورانه ام گرچه به زندانم و بندم ولی دل خوش عماری سید علی به امید ظهور حضرت یار
